stop_id,stop_name,stop_lat,stop_lon
434978493,Patan Dhoka,27.6797052,85.3204857
457278653,Adarsha,27.6664631,85.4330927
480425408,Chapal Karkhana stop,27.7349018,85.3423231
480429211,Dhumbarahi,27.7317871,85.3443651
558561818,Pepsi Cola Chowk,27.6892092,85.3603535
558561819,Lainchaur stop,27.7187261,85.3176892
560500317,Boudha,27.7207198,85.3617598
564118342,Balkhu,27.6849952,85.2982204
577479838,Sakhu Stop,27.7276836,85.4616684
669529273,Tripureshwor,27.6944545,85.3140870
670651214,Kupondole stop,27.6880045,85.3162481
725879816,Jwagal,27.6855933,85.3181062
728152923,Naya Naikap,27.7012827,85.2891812
728153897,ASCOL Stop,27.7173801,85.3148107
728167845,banasthali,27.7248299,85.2976054
913398284,TU Gate,27.6788796,85.2972123
913398317,Panga Dobato,27.6747581,85.2804077
913398439,Tinkune,27.6766540,85.2835434
913493802,Dhokashi,27.6706610,85.2790338
943246313,Ratna Park,27.7067052,85.3152489
977632829,BishnuDevi Health Centre,27.6805620,85.2764393
977642700,Shahid Gate,27.6997186,85.3147572
1124397505,Nagaon Dobato,27.6747945,85.2777568
1143813991,Sukedhara Stop,27.7275214,85.3456216
1273136740,Shahid Gate,27.6996507,85.3147393
1273477941,Lalitpur Industrial Estate,27.6624613,85.3239461
1273477942,Kumaripati,27.6708396,85.3200979
1273478102,Patan Hospital,27.6684201,85.3216899
1273503566,Jadibuti Stop,27.6755636,85.3528054
1274184084,Purano Bus Park,27.7036535,85.3165165
1278006365,Gongabu Chowk,27.7349782,85.3144475
1278025470,Basundhara,27.7406158,85.3293507
1279198122,Krishna Pauroti Stop,27.7103235,85.3222860
1279198216,Bal Mandir,27.7144435,85.3294221
1280128354,Balkumari Stop,27.6736692,85.3424812
1281218812,Maiti Devi chowk,27.7039436,85.3326817
1281218814,Ratopul,27.7081167,85.3364277
1281218920,Ratopul Stop,27.7081009,85.3374841
1281221704,Ratna Rajya Stop,27.6956673,85.3376196
1376180845,Golfutar stop,27.7514403,85.3459686
1395061503,JayaBageshwari Stop,27.7120024,85.3450063
1399427366,Tempo Stop Near Old Baneshwar,27.7006690,85.3396774
1446092259,banepa tindobato,27.6312178,85.5187700
1489359102,Gwarko Chowk Stop,27.6666661,85.3321608
1489359269,B & B Hospital/KCM Stop,27.6642208,85.3301515
1490234323,Ciy Center Stop,27.7097907,85.3270373
1496605759,Sanepa height,27.6744689,85.3022442
1497194461,Swayambu stop,27.7159837,85.2835820
1497194463,Sitapaila stop;Sitapaila Stop,27.7074445,85.2825593
1497531299,nakhu Stop,27.6689723,85.3062932
1523319418,Gopi Krishna Stop,27.7226748,85.3453352
1523358463,Budhanilkantha Stop,27.7767430,85.3621397
1656558864,Changu Narayan,27.7163215,85.4307800
1659430258,Dhungedhara,27.7234101,85.2946749
1667090463,Satdobato Chowk Stop,27.6587797,85.3247842
1667091894,Matatirtha Stop,27.6805772,85.2328579
1767431974,Banepa,27.6302514,85.5229578
1776714288,Chakrapath Stop-- South,27.7398348,85.3369150
1776714654,Lazimpat stop,27.7225227,85.3209237
1802350559,Bansbari stop,27.7457580,85.3423734
1803547375,Tripureshwor,27.6943809,85.3141694
1805062851,Singha Durbar West Stop,27.6965549,85.3212565
1805062970,Bhadrakali,27.6993518,85.3177129
1805074834,Maitighar,27.6940159,85.3209300
1805074877,Singha Durbar West Stop,27.6966260,85.3211991
1805087571,Naya Baneshwor Bus Station,27.6885732,85.3347414
1805087604,Buddhanagar Stop,27.6903197,85.3287620
1806066068,Kantipath,27.7089122,85.3146069
1817037493,Tinkune Stop,27.6861178,85.3456043
1817037501,Shantinagar Stop,27.6870857,85.3413721
1817322707,Maitighar Stop--South,27.6941121,85.3193084
1822721401,Lokanthali,27.6747493,85.3599341
1824107470,Thimi,27.6733098,85.3853522
1826042154,Gyaneshwor Chowk,27.7086742,85.3318478
1826116454,Suryabinayek,27.6656687,85.4242154
1830372866,28 Kilo,27.6250705,85.5411293
1830567764,Budhanilkantha Micro Stand,27.7764591,85.3619335
1830567768,Budhanilkantha School Blue Micro Stand,27.7789690,85.3589983
1830598346,Deuba Chowk stop,27.7737563,85.3603300
1830616461,Sundhara Stop,27.7005417,85.3135033
1830679633,Bhrikuti Mandap Stop,27.7021221,85.3187380
1830679638,Kanya Mandir School,27.7017187,85.3220253
1830679642,Tourism Board Stop,27.7023323,85.3167996
1830711730,Bhadrakali,27.6991375,85.3183070
1832985899,Gaushala Chowk Stop,27.7080610,85.3434291
1835407592,Gothatar,27.7031330,85.3694428
1835462959,Chapal Karkhana stop,27.7347128,85.3421447
1845683513,ShivaDarshan Hall Stop,27.6923364,85.3362165
1847670813,Jawlakhel Stop,27.6725769,85.3141739
1872733915,Minbhawan Stop,27.6877471,85.3384492
1880066206,UN Stop,27.6780946,85.3163291
1882490078,Sankhamul Stop,27.6811284,85.3315875
1882601487,New Baneshwor,27.6903265,85.3359541
1887593406,Arunima school stop,27.7178620,85.3596033
1916811643,Bhatkepati,27.6652154,85.2543943
1945933025,Narayan Gopal Chowk,27.7400221,85.3372009
1960042856,kaushaltar,27.6745029,85.3642715
1960744390,Naya Bato,27.6761142,85.2938967
1960744496,Kumari Club,27.6826630,85.2985992
1965646270,Naya Bazar,27.6771493,85.2813895
1974321638,Bansdol,27.6322007,85.4940123
1990735122,Jagati,27.6664628,85.4364631
1990803559,Sallaghari Stop,27.6740354,85.4100150
2010535723,Gopi Krishna Stop,27.7206294,85.3460992
2022632174,Naya Bus Park,27.7351729,85.3080542
2051114285,Lokanthali,27.6749080,85.3597899
2051114286,Srijana nagar,27.6728652,85.4049715
2051114288,gathaghar,27.6740598,85.3733041
2051114289,kaushaltar,27.6746027,85.3644278
2054092036,Sanga,27.6419155,85.4776795
2080972328,Suryabinayek,27.6658114,85.4242078
2080972348,Chunudevi,27.6671520,85.4170241
2080972360,Sallaghari Stop,27.6699340,85.4111597
2291478678,Bagbazar Stop,27.7058275,85.3172038
2291478682,Byasi Stop,27.6748038,85.4274435
2291478683,gathaghar,27.6739692,85.3730508
2291478684,Jadibuti,27.6751899,85.3539203
2291478686,Mahakali Stop,27.6759638,85.4318311
2291478687,Mahalaxmi Stop,27.6761023,85.4337685
2291478689,Putalisadak Stop,27.7056901,85.3225524
2291478692,Srijananagar,27.6729111,85.4042665
2291478694,Tinkune Bhaktapur,27.6722127,85.4068271
2291478695,Tinkune Subidhanagar,27.6860559,85.3456619
2336918671,Dakshinkali,27.6130622,85.2646695
2336938449,Pingalasthan,27.7058076,85.3471055
2336968994,Barahi Movies,27.6659165,85.4214928
2336968995,Barahi Movies,27.6660167,85.4218225
2336968996,Sallaghari Stop,27.6708871,85.4094120
2336968997,Tinkune Bhaktapur,27.6723655,85.4068295
2343968531,Bhaktapur Hospital Stop,27.6719882,85.4224082
2360183669,Teaching Hospital stop,27.7345232,85.3307108
2373352536,Tripureshwor,27.6934485,85.3145773
2376160425,Balkhu Stop,27.6847979,85.2985923
2377002167,Jadibuti,27.6754586,85.3516003
2378194788,Kapan Stop,27.7294183,85.3540637
2382181282,Chardobato,27.6734761,85.3811328
2396022573,Bishalnagar Stop,27.7219195,85.3356310
2396022575,NAC stop,27.7022101,85.3136379
2396022576,bhatbhatini stop,27.7191723,85.3311046
2396102541,Thulo Bharang Stop,27.7197479,85.2870512
2404415451,Panipokhari stop,27.7306859,85.3259858
